hour,is_night,location_risk_score,previous_incidents,battery_level,sos_frequency,distance_to_safe_km,area_type,is_moving,risk_score,risk_label
10,0,31.79,3,39,2,3.48,1,0,68.16,2
23,1,73.59,0,55,3,1.39,0,0,66.89,2
22,1,59.55,7,64,3,2.11,0,1,82.29,3
19,1,12.1,6,71,1,1.45,1,0,71.01,2
15,0,27.62,7,75,2,4.46,0,0,60.0,2
22,1,64.23,3,28,0,1.6,1,0,73.23,2
13,0,56.34,6,57,0,2.61,2,1,50.64,2
17,0,77.94,2,23,0,1.12,0,1,41.03,1
12,0,1.04,3,17,4,1.84,0,0,59.77,2
9,0,70.06,6,8,1,1.65,0,1,67.35,2
8,0,90.42,6,74,2,0.9,1,0,61.65,2
23,1,84.86,0,21,0,4.24,0,0,75.08,3
14,0,54.17,3,60,1,4.13,0,1,54.24,2
15,0,67.7,1,63,0,2.93,0,1,35.35,1
23,1,8.82,0,70,4,1.79,0,0,59.8,2
20,1,92.43,7,52,0,0.46,2,1,74.85,2
6,0,97.86,2,20,1,5.22,1,0,77.55,3
23,1,30.36,5,45,4,4.58,2,0,100.0,3
11,0,32.38,1,28,3,5.87,1,1,65.78,2
18,0,85.0,2,23,3,4.33,1,1,87.07,3
15,0,39.2,4,85,3,1.28,1,0,57.01,2
16,0,27.47,7,31,0,3.09,2,1,68.85,2
23,1,49.0,6,86,1,5.53,1,0,85.91,3
9,0,78.4,4,40,1,0.7,1,1,49.25,1
22,1,14.26,4,65,3,1.89,0,0,77.37,3
4,1,9.75,2,87,1,3.92,0,0,63.43,2
3,1,75.32,7,83,1,4.3,2,0,100.0,3
22,1,5.99,4,61,1,1.99,0,1,54.48,2
22,1,54.16,3,99,2,1.33,2,1,89.33,3
3,1,43.14,0,67,1,4.93,0,0,63.35,2
19,1,92.92,5,6,4,0.53,2,1,100.0,3
11,0,3.6,4,23,3,3.75,1,1,72.97,2
15,0,99.55,1,53,0,0.89,1,0,42.38,1
4,1,9.8,3,5,1,2.37,2,0,100.0,3
16,0,33.71,0,6,3,4.07,0,1,71.5,2
13,0,82.68,7,30,2,2.96,2,0,97.86,3
17,0,7.16,2,22,0,5.22,1,0,55.72,2
0,1,95.58,7,90,1,3.92,1,0,90.78,3
0,1,22.13,0,90,4,5.44,1,1,76.71,3
17,0,70.89,2,77,1,4.29,0,1,50.72,2
4,1,68.62,4,52,2,2.68,1,1,84.11,3
11,0,43.54,4,19,2,0.4,1,0,60.86,2
4,1,81.23,1,53,4,4.06,0,1,74.12,2
4,1,4.1,7,4,1,3.63,0,0,87.06,3
15,0,78.8,1,8,2,5.17,0,0,74.55,2
5,1,22.42,0,82,2,2.45,1,0,62.86,2
14,0,85.48,1,25,1,5.14,0,0,54.93,2
2,1,69.3,1,68,1,1.14,1,0,62.19,2
18,0,72.2,4,47,1,2.22,0,0,53.33,2
0,1,10.22,7,62,4,0.73,0,1,63.2,2
14,0,14.36,5,15,4,1.83,1,1,73.92,2
17,0,84.45,0,36,0,5.4,2,0,85.04,3
16,0,82.2,1,6,3,0.22,1,0,70.82,2
12,0,44.96,5,36,0,1.43,2,1,58.77,2
8,0,15.28,7,98,1,3.92,0,0,51.12,2
8,0,63.52,5,17,3,1.46,2,0,100.0,3
13,0,16.42,3,41,3,4.55,1,0,60.76,2
0,1,17.52,0,36,0,5.1,0,1,66.01,2
2,1,7.73,6,97,1,5.61,1,0,82.62,3
23,1,68.74,3,63,3,0.16,2,1,81.01,3
8,0,40.66,2,69,0,2.31,0,0,27.66,1
8,0,85.56,1,49,1,5.77,1,1,64.49,2
18,0,23.89,1,57,2,0.69,0,0,32.24,1
14,0,25.64,6,75,3,1.42,0,1,57.11,2
1,1,49.71,7,28,2,3.45,2,0,97.24,3
20,1,63.45,5,78,2,0.39,2,0,95.1,3
11,0,86.15,5,84,3,4.99,0,1,75.38,3
9,0,86.75,2,37,1,0.42,0,0,45.75,1
18,0,76.36,3,5,2,3.43,0,0,70.81,2
21,1,65.99,7,10,2,3.3,2,1,97.44,3
16,0,30.15,2,74,1,4.52,2,0,67.79,2
6,0,82.99,0,92,0,2.92,1,0,34.79,1
11,0,68.38,5,66,0,3.22,1,1,52.97,2
1,1,53.75,0,99,3,1.87,0,0,70.64,2
21,1,61.84,7,79,0,3.46,0,1,69.25,2
23,1,69.01,7,82,0,5.51,1,0,79.41,3
9,0,72.17,2,82,3,0.33,1,1,51.51,2
4,1,87.89,6,67,4,4.7,1,0,98.0,3
7,0,11.51,5,83,3,3.72,0,1,65.11,2
23,1,99.53,3,63,4,3.2,2,1,98.42,3
3,1,63.07,1,73,3,1.29,1,0,76.49,3
14,0,48.21,3,67,4,1.96,0,1,59.01,2
0,1,75.09,3,45,2,5.6,1,0,85.31,3
6,0,84.94,2,90,3,5.68,0,0,62.21,2
18,0,33.67,3,75,2,0.11,0,1,34.79,1
3,1,32.64,1,21,0,0.76,2,0,74.0,2
1,1,69.27,5,7,1,2.07,2,1,100.0,3
23,1,39.87,6,37,4,3.82,0,0,98.62,3
1,1,25.14,4,31,4,6.0,0,1,92.27,3
12,0,49.86,5,93,4,4.31,1,0,78.21,3
5,1,91.15,4,23,4,1.67,1,0,97.53,3
12,0,41.86,7,94,4,3.61,1,0,68.87,2
3,1,86.72,4,78,3,5.46,2,0,94.17,3
12,0,79.88,4,40,4,0.64,0,1,54.51,2
9,0,10.89,0,63,4,1.01,1,1,37.09,1
14,0,79.25,3,86,4,1.55,2,1,77.29,3
21,1,98.22,1,26,0,5.08,1,0,77.72,3
22,1,6.46,0,89,0,1.18,2,0,57.93,2
6,0,1.94,6,33,2,1.19,0,1,45.43,1
7,0,5.32,0,37,4,2.49,1,0,50.61,2
3,1,46.0,5,68,4,5.32,1,0,95.48,3
19,1,61.95,3,58,3,0.9,2,0,91.93,3
11,0,95.55,5,5,4,3.2,1,0,95.84,3
8,0,62.25,1,12,4,5.98,0,0,85.7,3
23,1,60.64,3,5,0,1.87,2,0,95.59,3
5,1,67.6,5,30,1,0.18,0,1,74.02,2
11,0,24.88,7,70,0,5.45,0,1,46.51,1
13,0,50.84,4,30,3,1.51,2,0,83.77,3
15,0,85.57,0,62,2,1.86,2,0,66.43,2
1,1,38.45,7,10,2,5.19,1,0,100.0,3
9,0,88.03,5,79,2,3.32,0,0,65.46,2
20,1,21.06,1,17,4,2.24,2,1,95.64,3
11,0,36.15,3,17,0,5.48,1,1,65.91,2
13,0,77.67,6,47,2,4.31,0,0,73.84,2
1,1,72.17,2,23,4,0.41,1,1,78.17,3
18,0,91.25,2,85,4,4.49,2,0,92.9,3
15,0,32.49,5,10,4,4.84,2,0,96.14,3
13,0,57.14,1,92,2,1.14,1,0,47.7,1
8,0,25.52,1,83,4,4.44,0,1,52.08,2
18,0,7.58,7,27,0,5.87,1,1,62.98,2
17,0,48.89,2,84,1,1.24,0,0,38.99,1
21,1,86.37,2,46,1,0.99,2,1,79.08,3
23,1,92.84,6,17,2,1.3,1,0,98.54,3
8,0,0.42,6,51,1,5.97,1,0,56.17,2
7,0,32.26,5,45,3,3.09,1,0,65.99,2
7,0,5.44,0,5,1,5.32,1,1,66.7,2
2,1,60.46,1,49,3,5.98,0,1,81.4,3
19,1,56.24,4,94,0,3.87,0,1,69.64,2
17,0,33.04,0,98,1,3.28,2,1,46.04,1
18,0,59.11,1,20,2,3.95,2,0,77.35,3
11,0,47.93,6,79,3,0.26,0,0,55.25,2
18,0,37.6,0,42,0,2.91,0,1,31.83,1
2,1,15.8,2,17,4,0.36,0,1,80.57,3
8,0,54.46,2,35,4,2.66,1,0,77.27,3
22,1,78.11,5,55,0,5.6,0,1,80.1,3
21,1,60.68,3,88,2,1.64,0,1,62.82,2
22,1,87.35,1,30,0,2.08,0,0,73.15,2
5,1,87.61,7,2,2,2.16,1,0,95.13,3
14,0,53.56,4,4,4,5.85,1,0,95.99,3
12,0,53.49,2,37,1,5.46,0,1,55.99,2
16,0,10.53,6,17,4,5.08,2,1,100.0,3
7,0,78.69,4,29,0,4.88,1,0,66.58,2
12,0,20.22,2,38,3,3.87,1,1,77.53,3
23,1,32.36,6,91,0,4.09,0,1,71.2,2
7,0,24.27,1,92,4,5.95,2,1,66.24,2
10,0,69.83,3,25,0,5.96,0,1,57.07,2
12,0,91.41,7,65,2,1.87,1,1,62.56,2
16,0,33.54,0,6,4,2.01,1,1,59.68,2
12,0,16.28,1,31,3,4.03,1,1,65.6,2
3,1,93.49,3,62,3,5.58,2,1,91.97,3
13,0,65.64,1,84,1,0.78,2,1,46.23,1
13,0,42.47,6,3,2,4.16,1,0,79.96,3
1,1,76.99,7,99,0,1.66,1,0,67.78,2
8,0,53.95,0,89,3,2.55,0,1,41.32,1
23,1,79.81,6,30,2,4.96,0,1,100.0,3
6,0,44.26,5,36,3,1.91,1,1,74.29,2
23,1,14.78,7,15,1,1.04,0,1,81.61,3
23,1,52.71,6,62,4,0.33,1,1,82.69,3
14,0,89.94,2,56,2,0.62,0,0,42.67,1
3,1,90.7,2,95,0,5.91,2,0,100.0,3
2,1,80.34,3,9,0,4.83,2,0,100.0,3
1,1,55.99,7,60,3,2.13,1,0,89.09,3
16,0,99.23,5,48,2,3.11,0,1,65.78,2
3,1,39.21,7,35,3,3.45,2,1,97.02,3
18,0,35.54,5,71,1,3.07,0,0,45.56,1
14,0,92.94,7,66,3,1.29,2,1,72.48,2
15,0,4.26,6,19,1,5.45,0,1,68.22,2
1,1,99.97,4,49,3,5.55,1,1,100.0,3
21,1,12.42,1,71,0,2.96,0,1,46.45,1
23,1,36.42,6,78,4,2.28,0,0,84.99,3
3,1,7.99,4,72,3,3.34,2,1,87.49,3
0,1,8.91,3,65,1,3.98,0,0,65.4,2
16,0,60.54,0,17,4,2.33,2,0,90.35,3
13,0,67.21,5,13,2,0.33,0,1,60.09,2
3,1,31.95,3,79,1,0.76,0,0,53.78,2
22,1,1.4,1,13,1,5.98,0,0,74.19,2
5,1,22.94,0,56,1,5.39,2,0,87.22,3
23,1,47.39,1,88,1,4.81,0,0,72.56,2
15,0,48.1,3,33,4,4.08,1,0,83.36,3
18,0,85.6,0,19,2,3.75,1,1,73.81,2
14,0,1.5,0,54,2,0.67,1,1,34.1,1
9,0,80.32,0,62,4,1.52,1,0,48.82,1
0,1,46.48,7,79,4,2.17,2,0,99.05,3
14,0,41.21,1,54,2,0.13,1,1,37.98,1
9,0,90.7,5,45,0,2.83,0,1,51.77,2
10,0,81.15,7,65,4,2.86,1,1,82.66,3
4,1,58.06,6,27,3,3.56,2,1,99.11,3
14,0,54.67,7,80,2,4.57,0,0,57.71,2
1,1,91.63,5,95,0,1.69,2,0,90.25,3
18,0,34.13,3,53,4,3.16,0,0,49.98,1
12,0,73.12,2,62,0,2.68,0,1,36.33,1
11,0,41.66,7,84,2,2.32,2,1,63.13,2
19,1,60.82,2,49,2,5.98,1,1,77.91,3
10,0,37.36,4,26,3,4.52,0,0,77.42,3
12,0,21.64,6,88,0,4.89,0,0,48.93,1
21,1,78.09,7,95,4,1.64,0,1,81.8,3
17,0,79.01,5,74,1,1.81,2,0,69.47,2
22,1,59.92,6,33,4,5.23,0,1,100.0,3
21,1,44.1,2,85,4,1.82,1,0,67.16,2
7,0,52.7,5,6,2,4.52,1,0,78.74,3
19,1,98.51,7,81,1,4.7,1,0,96.6,3
13,0,75.08,4,34,0,2.67,1,1,58.99,2
9,0,16.89,2,77,1,2.74,1,1,41.89,1
19,1,53.17,1,74,1,4.86,1,0,67.7,2
1,1,85.84,6,29,2,0.65,2,1,96.7,3
16,0,56.98,3,89,1,4.38,0,1,53.31,2
3,1,63.53,3,89,1,5.13,2,0,95.66,3
23,1,35.0,1,51,0,4.57,1,1,63.22,2
9,0,29.29,2,87,1,2.14,1,1,40.89,1
22,1,89.68,3,81,4,3.26,1,0,95.71,3
13,0,95.24,2,46,1,3.97,0,1,49.38,1
9,0,16.99,1,86,3,0.28,2,0,57.62,2
10,0,8.56,5,59,1,3.78,1,0,56.9,2
19,1,30.81,3,93,1,4.64,0,0,69.03,2
6,0,47.61,7,94,0,4.53,1,1,53.68,2
1,1,82.17,0,35,2,1.99,1,1,78.17,3
18,0,14.96,1,92,3,5.82,0,0,50.73,2
8,0,40.63,7,78,4,0.63,0,1,55.44,2
8,0,0.93,5,52,0,5.16,0,1,43.74,1
14,0,26.33,1,45,4,5.99,0,0,55.57,2
5,1,44.59,5,10,4,2.61,0,0,100.0,3
19,1,53.63,6,69,2,5.0,0,1,85.38,3
21,1,92.34,2,15,1,0.21,2,1,88.6,3
5,1,77.42,0,67,0,3.29,0,0,51.31,2
18,0,46.43,4,76,2,4.17,0,1,54.65,2
0,1,45.84,1,95,1,4.86,1,1,71.25,2
15,0,0.15,2,79,4,5.6,1,1,55.56,2
16,0,70.1,5,69,0,4.19,0,1,52.77,2
6,0,62.74,3,73,1,4.78,1,0,58.59,2
10,0,28.02,0,46,0,5.76,2,1,50.0,2
1,1,26.69,5,5,4,0.85,0,0,85.76,3
0,1,46.84,3,98,2,2.28,1,1,77.56,3
10,0,6.76,2,59,0,2.32,1,0,31.79,1
9,0,49.36,7,85,1,4.77,0,1,52.98,2
12,0,40.38,2,56,0,0.43,2,0,45.23,1
22,1,50.47,2,49,1,0.67,0,1,52.72,2
11,0,79.82,5,32,1,1.77,0,1,61.06,2
21,1,31.7,6,89,1,5.07,0,1,76.87,3
7,0,82.89,5,57,1,5.78,0,0,61.65,2
12,0,73.28,1,53,2,1.66,1,0,42.3,1
21,1,0.66,3,7,1,4.1,0,1,79.66,3
12,0,30.42,5,70,0,2.52,1,1,39.25,1
23,1,20.83,3,83,0,5.76,0,0,66.72,2
0,1,86.4,7,10,0,5.11,1,0,92.99,3
8,0,63.99,1,94,4,2.63,1,1,53.63,2
1,1,79.13,3,85,3,4.72,1,0,96.83,3
9,0,97.86,5,94,0,5.32,1,1,62.56,2
13,0,28.33,6,96,4,1.29,2,0,78.96,3
12,0,49.31,7,61,2,2.57,0,1,61.48,2
17,0,61.11,4,9,3,0.32,0,0,72.3,2
21,1,11.33,1,9,0,4.86,1,0,79.24,3
4,1,85.89,5,83,1,2.0,0,1,75.86,3
23,1,54.69,5,81,2,2.49,1,0,86.79,3
1,1,45.2,1,89,4,4.38,1,1,85.3,3
6,0,37.42,6,27,1,4.35,2,1,81.36,3
23,1,76.86,2,45,0,0.96,0,1,57.82,2
4,1,31.28,3,87,3,3.44,1,0,82.42,3
4,1,1.72,4,41,0,3.12,2,1,69.12,2
9,0,98.21,1,78,3,3.08,2,1,78.63,3
3,1,78.76,5,11,2,5.72,2,1,100.0,3
14,0,77.49,5,33,3,0.61,2,1,76.08,3
21,1,73.16,0,15,4,0.75,0,1,77.64,3
9,0,49.34,1,15,1,2.86,0,0,55.54,2
23,1,78.09,0,73,3,5.21,0,0,80.78,3
14,0,51.57,5,14,1,3.67,1,0,75.39,3
14,0,72.37,6,26,4,4.2,0,1,80.99,3
1,1,36.07,4,92,1,1.27,1,0,56.43,2
22,1,9.91,6,73,1,3.91,2,1,88.9,3
5,1,14.35,4,75,4,6.0,0,0,86.48,3
11,0,25.8,6,80,1,3.62,1,1,59.49,2
17,0,17.45,3,92,4,3.43,2,0,75.48,3
2,1,23.86,1,55,3,2.09,1,1,69.98,2
12,0,41.1,1,69,2,2.28,0,1,49.61,1
17,0,75.98,5,57,4,5.78,1,0,79.61,3
21,1,55.97,4,54,4,4.66,0,1,88.35,3
0,1,94.82,7,77,2,5.93,1,1,94.91,3
15,0,84.24,2,76,0,5.98,0,1,48.29,1
21,1,45.78,2,45,1,2.07,0,0,57.43,2
1,1,72.49,0,32,3,0.58,0,0,69.24,2
2,1,56.84,7,5,1,3.24,0,1,94.09,3
16,0,13.07,7,16,0,1.0,0,1,52.4,2
20,1,21.77,4,96,4,0.72,0,0,65.46,2
17,0,60.01,7,69,1,5.26,1,1,65.69,2
2,1,25.92,6,85,3,1.75,1,0,82.02,3
17,0,8.57,7,45,0,5.98,1,1,58.24,2
9,0,48.99,2,63,0,5.2,1,0,48.09,1
9,0,2.83,4,52,2,2.14,1,0,47.99,1
12,0,88.5,4,89,1,2.45,2,0,76.91,3
8,0,80.08,2,60,3,2.88,1,1,66.39,2
7,0,54.0,1,53,0,2.78,0,1,35.41,1
0,1,64.63,5,35,1,0.96,0,1,69.18,2
13,0,40.65,7,71,2,5.12,1,1,65.15,2
2,1,13.11,3,78,1,1.87,0,1,60.28,2
21,1,88.59,5,37,2,4.66,0,0,97.31,3
14,0,8.77,4,49,3,0.41,1,1,45.16,1
14,0,49.34,6,98,0,5.11,0,0,52.31,2
6,0,82.71,3,47,0,3.62,1,1,53.64,2
17,0,57.66,1,49,3,1.31,1,0,54.18,2
8,0,22.21,6,15,0,5.23,2,0,94.58,3
13,0,49.3,0,68,1,4.96,1,0,56.38,2
20,1,97.01,7,77,0,5.65,1,1,88.45,3
17,0,81.52,3,27,4,2.98,1,0,80.29,3
5,1,58.63,6,43,2,4.59,1,0,91.81,3
20,1,24.11,1,12,3,5.13,0,1,93.11,3
19,1,81.49,2,59,3,4.65,1,0,94.09,3
5,1,45.77,3,44,2,5.4,0,1,83.42,3
6,0,24.19,1,3,1,5.73,1,1,65.53,2
22,1,83.2,4,95,4,0.7,2,1,94.21,3
14,0,10.85,5,6,2,2.62,1,1,73.08,2
13,0,48.2,6,14,4,3.17,1,0,87.89,3
15,0,94.82,7,50,4,0.31,1,1,61.07,2
5,1,48.51,7,38,2,4.88,0,0,94.82,3
22,1,7.44,3,77,1,2.2,0,0,65.1,2
20,1,99.19,4,47,1,2.54,0,0,80.95,3
10,0,0.06,4,46,0,2.68,1,1,40.66,1
15,0,77.56,4,19,4,5.04,0,1,87.75,3
10,0,94.19,5,55,2,4.61,2,0,95.55,3
14,0,83.43,1,68,3,0.96,0,0,51.55,2
13,0,78.06,3,17,2,4.49,0,0,85.85,3
23,1,33.94,4,30,3,0.43,1,0,84.18,3
15,0,87.24,0,21,1,1.21,2,1,57.54,2
9,0,16.8,4,10,2,0.97,0,1,57.93,2
1,1,71.93,1,46,1,5.64,1,0,78.6,3
19,1,48.93,3,53,2,5.16,1,1,93.26,3
23,1,98.85,0,55,2,4.45,1,1,84.7,3
15,0,22.77,1,37,1,5.44,1,0,59.14,2
3,1,24.31,1,83,1,1.07,0,1,51.52,2
21,1,86.81,5,65,1,1.34,1,1,68.33,2
3,1,75.48,6,31,1,4.82,2,0,91.79,3
1,1,19.45,6,44,4,4.15,0,1,88.49,3
17,0,74.23,7,35,0,4.98,0,1,58.77,2
14,0,62.07,7,55,2,5.29,0,1,73.65,2
19,1,4.25,5,97,1,1.37,2,1,78.52,3
23,1,12.72,6,82,0,4.55,2,0,98.22,3
5,1,15.48,1,48,1,0.21,1,1,49.53,1
11,0,89.54,3,14,0,0.4,1,0,59.01,2
12,0,96.16,6,26,0,4.88,2,0,93.56,3
19,1,35.54,0,19,1,3.12,1,1,78.86,3
9,0,75.99,3,26,0,4.85,0,0,58.17,2
15,0,55.54,0,91,3,3.23,0,1,53.39,2
12,0,82.62,5,98,2,2.31,1,1,61.62,2
19,1,94.0,2,83,0,0.76,1,0,53.09,2
14,0,16.45,3,72,4,5.69,0,0,58.51,2
11,0,20.28,4,98,3,1.45,0,1,50.42,2
4,1,13.65,6,35,1,4.92,1,0,86.9,3
19,1,2.57,0,33,1,2.93,0,1,57.64,2
23,1,7.82,2,17,4,0.92,1,0,78.93,3
18,0,11.82,0,10,3,0.21,2,1,70.84,2
9,0,47.48,5,52,2,2.97,0,0,60.99,2
8,0,67.18,0,97,3,4.05,2,0,78.0,3
11,0,44.39,0,48,2,1.37,0,1,34.87,1
7,0,23.67,0,88,3,2.84,0,0,41.34,1
1,1,95.67,6,64,3,2.27,0,0,90.34,3
15,0,77.97,4,73,1,5.23,0,1,66.35,2
10,0,59.18,2,89,2,5.59,0,0,52.56,2
6,0,2.12,2,54,4,0.57,0,1,25.81,1
6,0,93.26,2,82,0,2.79,0,0,37.88,1
10,0,95.2,0,92,4,4.3,1,1,67.46,2
8,0,38.14,3,19,4,2.9,2,1,88.15,3
11,0,21.88,1,64,2,0.8,1,0,32.69,1
17,0,47.02,3,84,3,5.96,2,1,75.57,3
7,0,83.26,0,82,1,2.57,1,1,37.67,1
7,0,19.94,1,80,0,5.66,2,1,54.0,2
23,1,57.64,6,55,1,5.85,2,1,100.0,3
2,1,7.77,1,93,0,1.08,2,1,57.6,2
5,1,79.84,0,89,3,2.94,1,0,75.55,3
0,1,67.32,3,24,2,5.6,2,0,100.0,3
3,1,88.7,4,6,4,0.62,1,0,100.0,3
4,1,29.24,3,61,4,5.48,0,1,82.39,3
0,1,19.48,1,57,0,5.86,0,0,54.8,2
18,0,53.71,6,87,3,1.52,2,1,73.28,2
5,1,1.53,6,37,2,4.38,2,1,96.56,3
20,1,85.31,5,33,3,0.11,0,0,95.58,3
0,1,14.48,5,34,2,0.85,1,0,76.85,3
6,0,64.04,0,94,1,2.21,2,1,45.77,1
1,1,2.79,7,80,0,0.54,2,0,72.51,2
3,1,58.54,2,95,0,4.42,0,1,62.87,2
4,1,28.28,0,18,2,1.43,1,0,73.75,2
16,0,0.86,5,9,0,5.44,1,0,70.11,2
7,0,81.76,0,62,4,5.57,0,0,57.06,2
12,0,79.56,4,42,1,0.28,1,1,43.75,1
16,0,18.59,6,14,3,0.89,1,1,72.7,2
18,0,24.43,4,35,3,3.84,0,0,64.89,2
3,1,27.7,2,7,0,4.33,0,0,78.03,3
22,1,40.3,0,86,0,3.46,0,1,52.34,2
12,0,52.49,1,62,0,2.73,1,1,35.14,1
3,1,81.33,7,27,1,2.05,2,0,100.0,3
11,0,84.04,4,14,3,4.89,1,1,90.05,3
20,1,26.49,6,6,0,3.12,2,0,99.51,3
11,0,66.38,6,2,4,4.44,0,1,90.73,3
11,0,16.54,3,23,3,1.12,0,0,51.74,2
23,1,82.75,2,9,0,5.89,1,1,93.35,3
21,1,63.45,6,37,4,4.53,0,0,100.0,3
13,0,11.0,6,85,3,1.28,0,0,38.78,1
7,0,82.67,5,87,4,2.09,2,0,84.21,3
12,0,47.96,0,62,3,2.08,0,0,48.51,1
23,1,65.19,1,68,2,3.9,1,1,85.6,3
10,0,83.25,1,9,3,1.81,1,0,77.27,3
19,1,76.82,6,9,1,5.99,2,1,99.95,3
0,1,46.12,5,12,3,2.0,1,1,100.0,3
12,0,41.2,2,36,1,1.43,0,0,36.29,1
4,1,6.97,7,90,4,1.52,2,1,92.33,3
17,0,87.02,2,70,3,3.34,0,0,61.07,2
14,0,31.4,6,74,3,2.1,1,1,62.43,2
14,0,87.84,2,26,4,4.17,0,1,76.64,3
8,0,59.76,0,39,4,0.8,0,0,51.8,2
11,0,27.69,7,64,0,5.08,0,0,43.76,1
14,0,25.6,3,79,2,4.35,2,0,74.68,2
1,1,63.6,7,10,2,1.73,2,1,97.64,3
19,1,73.92,1,75,0,4.35,2,0,86.86,3
13,0,43.73,5,53,3,3.84,0,1,65.18,2
23,1,69.63,6,4,1,2.87,0,0,97.63,3
19,1,86.61,5,24,3,5.24,0,1,100.0,3
1,1,60.62,0,5,2,1.25,1,0,74.36,2
18,0,75.17,7,88,1,5.04,0,1,67.09,2
7,0,68.64,7,54,2,1.76,0,1,50.29,2
3,1,41.44,0,6,4,3.93,2,1,97.96,3
22,1,29.03,1,89,4,0.82,1,1,60.51,2
5,1,0.3,1,48,4,5.17,0,0,73.02,2
7,0,99.29,0,98,3,3.9,1,0,65.62,2
20,1,79.29,0,81,4,0.88,1,0,75.28,3
2,1,40.37,2,29,0,4.25,1,1,82.26,3
15,0,41.25,5,50,4,2.44,1,1,63.7,2
16,0,22.61,4,80,0,3.59,1,0,50.38,2
18,0,0.35,5,77,2,5.93,1,1,66.68,2
19,1,61.59,5,71,1,3.25,0,0,68.72,2
2,1,38.41,4,76,1,4.88,1,0,81.97,3
20,1,96.12,3,2,2,4.78,1,1,99.78,3
5,1,46.91,3,27,4,1.04,2,0,98.75,3
14,0,76.46,1,84,3,4.36,1,1,69.99,2
1,1,76.87,0,75,1,0.19,2,1,64.58,2
0,1,27.21,5,48,3,5.9,0,0,81.61,3
18,0,27.31,4,30,4,1.78,0,1,65.75,2
16,0,75.85,4,52,3,3.15,1,0,72.73,2
0,1,62.75,3,94,4,5.85,1,0,90.75,3
4,1,12.94,3,64,3,0.41,0,1,58.97,2
5,1,36.33,2,49,4,0.91,0,0,65.95,2
5,1,43.74,4,47,4,0.12,2,0,88.57,3
1,1,94.76,5,82,3,3.2,2,0,100.0,3
2,1,47.07,2,24,0,3.03,0,0,65.5,2
15,0,19.13,5,3,0,3.38,1,1,66.6,2
5,1,41.31,5,39,3,1.59,1,1,90.63,3
4,1,50.96,5,24,0,0.63,0,1,75.85,3
2,1,70.34,6,6,2,2.74,0,0,100.0,3
14,0,0.53,5,15,3,1.59,0,0,68.97,2
3,1,43.71,3,38,0,3.19,2,0,94.97,3
6,0,54.28,7,24,3,2.77,0,0,67.01,2
5,1,40.29,6,28,2,5.75,1,1,100.0,3
23,1,26.42,2,24,4,4.86,0,0,90.45,3
16,0,82.6,4,75,3,0.48,0,0,58.91,2
12,0,71.4,3,55,2,2.67,0,1,42.77,1
16,0,80.84,4,97,1,3.57,0,1,53.12,2
9,0,74.16,6,29,3,2.19,0,0,76.65,3
14,0,67.57,5,85,2,2.94,0,1,58.81,2
12,0,46.04,4,93,1,4.45,1,0,61.12,2
4,1,2.23,5,21,3,3.05,1,1,95.75,3
1,1,91.1,3,32,0,1.22,1,0,81.98,3
1,1,56.21,7,87,1,0.52,0,0,61.83,2
14,0,7.92,3,40,3,3.49,1,1,53.87,2
16,0,48.28,2,33,1,4.28,0,0,47.77,1
11,0,53.18,4,25,2,1.54,1,1,55.3,2
9,0,18.06,6,40,1,5.8,1,0,59.74,2
6,0,0.68,4,28,3,2.96,2,1,77.64,3
18,0,51.18,7,39,2,3.44,0,1,63.66,2
5,1,68.05,6,33,4,1.43,1,0,98.52,3
17,0,52.84,7,70,2,4.52,2,0,84.97,3
19,1,35.64,4,66,4,5.87,1,1,89.94,3
21,1,8.75,2,96,1,0.19,1,1,53.68,2
8,0,61.53,0,18,3,1.21,0,1,51.9,2
13,0,34.17,0,72,3,2.29,0,0,38.63,1
17,0,51.84,7,88,4,2.87,0,0,61.39,2
13,0,73.4,7,7,1,2.47,0,1,75.48,3
16,0,91.99,2,22,4,5.6,2,0,98.52,3
9,0,88.37,3,67,3,3.86,1,1,71.27,2
22,1,18.18,7,48,3,3.0,0,1,81.05,3
3,1,96.28,3,79,1,4.33,1,0,80.21,3
1,1,2.92,1,79,4,0.4,1,1,58.57,2
5,1,90.43,2,37,0,0.14,1,0,67.0,2
5,1,67.39,4,69,0,4.11,1,1,75.23,3
10,0,55.81,6,58,1,2.85,0,1,46.47,1
7,0,38.5,7,12,3,4.56,0,1,88.9,3
4,1,85.67,7,31,0,2.29,1,0,84.51,3
17,0,67.84,2,77,1,3.35,2,1,64.2,2
0,1,81.37,2,47,0,1.04,2,0,83.56,3
10,0,95.1,7,37,0,0.56,1,0,59.37,2
16,0,81.31,0,26,1,3.52,0,0,51.61,2
12,0,44.99,4,35,1,0.75,0,0,39.89,1
3,1,22.35,1,87,0,4.83,0,0,63.05,2
13,0,39.64,4,31,3,3.26,0,0,69.02,2
6,0,73.24,7,42,0,5.44,0,1,56.96,2
2,1,93.3,1,23,0,3.89,1,1,87.49,3
12,0,71.07,0,43,1,3.26,0,1,42.11,1
18,0,52.93,4,50,3,2.12,0,0,60.83,2
5,1,0.14,0,49,0,1.3,1,0,45.6,1
16,0,40.86,2,58,3,5.09,2,1,67.53,2
11,0,87.98,6,13,2,3.61,1,0,83.33,3
4,1,91.27,0,53,1,2.49,0,0,66.23,2
